fecha,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,wave
2020-02-25,0.10952096031798919,0.0,0.0,0.024570481813865265,0.012707495847226467,0.15404834747110374,0.1887717042204722,0.18085469724709174,0.0,wave_1
2020-02-26,0.10050935814259879,0.0,0.0,0.019806689456074552,0.010124269523088007,0.15243776972890277,0.290375657565081,0.2177317746601269,0.0,wave_1
2020-02-27,0.08902084834985659,0.0,0.0,0.16779024570385756,0.008041883199546185,0.36915413832198574,0.3941884462064442,0.29829266453846137,0.0,wave_1
2020-02-28,0.07693659836907776,0.07594731340371855,0.1518946268074371,0.45036420374512853,0.38610721868689685,0.7444357549820455,0.7200628369428468,0.46683232911139827,0.1518946268074371,wave_1
2020-02-29,0.06531057685574129,0.18085469724709174,0.43765670789790206,0.7783371428978706,0.7523788594280217,1.1711613488346606,1.1232100966347864,0.8159586186108296,0.28576208109046497,wave_1
2020-03-01,0.054686957139453665,0.29367908806384546,0.6163182465673455,0.8802791278159051,1.1066860458250436,1.7481942247849565,1.463130782517849,1.1485986642550794,0.4065034788805991,wave_1
2020-03-02,0.12124649137966634,0.47914736178555317,1.0421590439482054,1.1782146749726043,1.7324313193963565,2.4300368560453864,1.7530992582812333,1.5316074224154046,0.7405629489109795,wave_1
2020-03-03,0.2180509767356065,0.5326694769640881,1.7745214145025332,1.9872353214921554,2.8153022918654576,3.332641941872695,2.8331461870254158,2.441644095166864,1.2986774832157446,wave_1
2020-03-04,0.324002152956295,0.6765945752513889,2.296261009891127,3.134202978760891,3.9592749864097048,4.517515209360287,4.419094992897278,3.374369349886142,2.6080235825433333,wave_1
2020-03-05,0.5037178435994184,0.9231654333954136,2.619116503638948,3.9093937298505685,5.518898573490044,5.821962953796441,5.9157699035450495,4.7218189947879665,4.930727182146652,wave_1
2020-03-06,0.7043707932275998,1.3523942400420927,3.810342999682111,5.4596984232355865,7.613524287856732,8.23416538062017,8.573710394453585,7.377801380342712,8.101106282163375,wave_1
2020-03-07,1.2820415288531488,2.140553662000558,5.985179340414435,7.542994302788905,11.330784059672082,12.117627138601788,11.641459426850883,11.511117581884493,12.52479750650642,wave_1
2020-03-08,1.6860586300930134,2.432987228026309,8.70181952085111,9.435076109503788,15.684361722839267,15.965713434040998,15.163506228649943,17.19645291170762,18.063248780554495,wave_1
2020-03-09,2.221629697688646,2.9469362360530407,11.653405474335553,12.33730261932727,20.44287027705238,20.404190438483067,19.260567255577104,24.060998051192627,25.11564936264017,wave_1
